,event_id,event_ts,requester_email,channel,market_raw,issue_type
1667,1668,2026-01-15 03:12:03,user10086@example.com,DIRECT,Bra~sil,HOWTO
1668,1669,2026-01-06 02:23:06,user10140@reseller.co,PARTNER,España,HOWTO
1669,1670,2026-01-11 21:54:57,user10157@example.com,DIRECT,UNITED STATES,HOWTO
1670,1671,2026-01-18 19:38:42,user10105@reseller.co,PARTNER,United States,BUG
1671,1672,2026-01-13 15:49:31,user10102@example.com,DIRECT, Canada,BUG
1672,1673,2026-01-08 17:45:16,user10131@example.com,DIRECT,Espa~na,BILLING
1673,1674,2026-01-18 18:20:25,user10090@example.com,DIRECT, Canada,LOGIN
1674,1675,2026-01-09 18:10:04,user10166@example.com,DIRECT,Me~xico,HOWTO
1675,1676,2026-01-07 05:02:21,user10080@example.com,DIRECT,México,LOGIN
1676,1677,2026-01-12 20:39:02,user10020@example.com,DIRECT, México ,BILLING
1677,1678,2026-01-04 21:24:32,user10108@example.com,DIRECT,Me~xico,LOGIN
1678,1679,2026-01-02 05:19:03,user10198@example.com,DIRECT,Bra~sil,BUG
1679,1680,2026-01-08 12:51:38,user10061@example.com,DIRECT,United States,HOWTO
1680,1681,2026-01-02 00:23:49,user10068@example.com,DIRECT,UNITED STATES,BILLING
1681,1682,2026-01-11 09:55:12,user10053@example.com,DIRECT, España ,BUG
1682,1683,2026-01-14 13:43:49,user10204@example.com,DIRECT,CANADA ,HOWTO
1683,1684,2026-01-03 04:37:31,user10032@example.com,DIRECT, México ,HOWTO
1684,1685,2026-01-03 15:59:13,user10097@example.com,DIRECT,Espa~na,HOWTO
1685,1686,2026-01-01 04:06:44,user10096@example.com,DIRECT, Canada,BUG
1686,1687,2026-01-02 10:23:04,user10124@example.com,DIRECT,Mexico,HOWTO
1687,1688,2026-01-14 20:42:16,user10064@partner-mail.com,PARTNER,Mexico,LOGIN
1688,1689,2026-01-11 17:16:50,user10167@example.com,DIRECT,Me~xico,BUG
1689,1690,2026-01-18 23:16:14,user10184@alliances.net,PARTNER,Me~xico,BUG
1690,1691,2026-01-03 01:00:02,user10095@example.com,DIRECT,Brasil,LOGIN
1691,1692,2026-01-17 10:02:18,user10186@example.com,DIRECT,Espana,LOGIN
1692,1693,2026-01-14 20:58:05,user10026@example.com,DIRECT,Me~xico,BUG
1693,1694,2026-01-07 17:21:52,user10075@alliances.net,PARTNER,Bra~sil,BILLING
1694,1695,2026-01-12 18:53:22,user10194@example.com,DIRECT,Bra~sil,HOWTO
1695,1696,2026-01-09 16:45:56,user10136@partner-mail.com,PARTNER,Espa~na,BUG
1696,1697,2026-01-01 07:43:10,user10037@example.com,DIRECT,México,BILLING
1697,1698,2026-01-15 11:51:07,user10198@example.com,DIRECT, España ,LOGIN
1698,1699,2026-01-02 01:47:25,user10193@example.com,DIRECT,Espana,HOWTO
1699,1700,2026-01-18 11:31:39,user10079@example.com,DIRECT, España ,LOGIN
1700,1701,2026-01-16 15:04:33,user10041@example.com,DIRECT,España,HOWTO
1701,1702,2026-01-07 13:16:32,user10122@example.com,DIRECT, Canada,LOGIN
1702,1703,2026-01-17 01:27:26,user10128@example.com,DIRECT,UNITED STATES,HOWTO
1703,1704,2026-01-18 08:19:08,user10097@partner-mail.com,PARTNER,México,LOGIN
1704,1705,2026-01-03 00:23:45,user10156@example.com,DIRECT,Mexico,HOWTO
1705,1706,2026-01-13 17:53:39,user10143@example.com,DIRECT,UNITED STATES,LOGIN
1706,1707,2026-01-05 01:27:19,user10172@example.com,DIRECT,Brasil,LOGIN
1707,1708,2026-01-03 10:01:51,user10211@example.com,DIRECT,CANADA ,BILLING
1708,1709,2026-01-04 02:01:42,user10165@example.com,DIRECT, España ,BUG
1709,1710,2026-01-09 12:06:36,user10030@example.com,DIRECT,United States,BILLING
1710,1711,2026-01-10 01:25:20,user10001@example.com,DIRECT,Espa~na,BUG
1711,1712,2026-01-01 04:21:46,user10212@example.com,DIRECT,Bra~sil,LOGIN
1712,1713,2026-01-12 01:44:40,user10177@example.com,DIRECT,Bra~sil,HOWTO
1713,1714,2026-01-08 23:25:01,user10146@reseller.co,PARTNER, España ,BUG
1714,1715,2026-01-14 20:59:36,user10055@example.com,DIRECT,CANADA ,HOWTO
1715,1716,2026-01-10 01:51:57,user10175@example.com,DIRECT,Mexico,BUG
1716,1717,2026-01-10 18:42:06,user10024@example.com,DIRECT,Brasil,BILLING
1717,1718,2026-01-15 17:12:22,user10139@partner-mail.com,PARTNER,México,HOWTO
1718,1719,2026-01-02 10:53:57,user10082@example.com,DIRECT,España,HOWTO
1719,1720,2026-01-06 15:51:22,user10191@partner-mail.com,PARTNER,Espa~na,HOWTO
1720,1721,2026-01-13 08:32:18,user10150@example.com,DIRECT, España ,BUG
1721,1722,2026-01-12 08:16:05,user10071@example.com,DIRECT,Me~xico,LOGIN
1722,1723,2026-01-05 18:42:22,user10173@example.com,DIRECT,México,BILLING
1723,1724,2026-01-12 23:26:18,user10155@example.com,DIRECT,CANADA ,HOWTO
1724,1725,2026-01-07 08:51:46,user10055@example.com,DIRECT,Me~xico,BUG
1725,1726,2026-01-10 00:52:34,user10058@example.com,DIRECT, México ,LOGIN
1726,1727,2026-01-16 12:00:56,user10085@example.com,DIRECT,CANADA ,BUG
1727,1728,2026-01-12 06:32:48,user10111@example.com,DIRECT,Espa~na,BUG
1728,1729,2026-01-13 19:37:45,user10060@reseller.co,PARTNER,Bra~sil,BILLING
1729,1730,2026-01-09 08:06:14,user10149@example.com,DIRECT, Canada,BILLING
1730,1731,2026-01-11 17:08:52,user10115@example.com,DIRECT,Bra~sil,BILLING
1731,1732,2026-01-11 15:24:28,user10044@example.com,DIRECT,UNITED STATES,HOWTO
1732,1733,2026-01-03 17:18:31,user10154@example.com,DIRECT,España,BILLING
1733,1734,2026-01-09 14:09:48,user10013@example.com,DIRECT,Me~xico,HOWTO
1734,1735,2026-01-05 01:47:53,user10204@example.com,DIRECT,CANADA ,BILLING
1735,1736,2026-01-17 17:04:37,user10174@example.com,DIRECT,España,BUG
1736,1737,2026-01-06 08:46:08,user10019@alliances.net,PARTNER,CANADA ,BUG
1737,1738,2026-01-03 20:39:03,user10177@partner-mail.com,PARTNER, Canada,LOGIN
1738,1739,2026-01-17 11:43:53,user10073@partner-mail.com,PARTNER,España,BILLING
1739,1740,2026-01-16 00:27:51,user10146@example.com,DIRECT, México ,BUG
1740,1741,2026-01-16 08:48:23,user10051@alliances.net,PARTNER,Bra~sil,BUG
1741,1742,2026-01-14 13:27:18,user10070@example.com,DIRECT,CANADA ,HOWTO
1742,1743,2026-01-09 03:47:45,user10003@example.com,DIRECT,Espa~na,HOWTO
1743,1744,2026-01-01 09:37:32,user10144@alliances.net,PARTNER,Brasil,HOWTO
1744,1745,2026-01-07 19:00:25,user10129@example.com,DIRECT, Canada,BILLING
1745,1746,2026-01-13 16:32:35,user10018@example.com,DIRECT,United States,HOWTO
1746,1747,2026-01-06 08:16:17,user10060@example.com,DIRECT,Brasil,BUG
1747,1748,2026-01-07 12:38:44,user10145@reseller.co,PARTNER,Espana,HOWTO
1748,1749,2026-01-17 22:56:09,user10175@example.com,DIRECT, España ,HOWTO
1749,1750,2026-01-10 08:21:28,user10126@reseller.co,PARTNER,Bra~sil,BILLING
1750,1751,2026-01-05 14:58:09,user10036@example.com,DIRECT, Canada,LOGIN
1751,1752,2026-01-10 00:09:54,user10135@example.com,DIRECT,Brasil,BUG
1752,1753,2026-01-16 00:51:34,user10049@example.com,DIRECT,United States,BUG
1753,1754,2026-01-14 07:27:25,user10098@example.com,DIRECT, Canada,HOWTO
1754,1755,2026-01-10 12:46:14,user10105@example.com,DIRECT,Espana,BILLING
1755,1756,2026-01-09 10:42:15,user10049@example.com,DIRECT, España ,BUG
1756,1757,2026-01-15 00:10:45,user10179@example.com,DIRECT,Espa~na,LOGIN
1757,1758,2026-01-12 08:05:21,user10159@example.com,DIRECT,Brasil,BILLING
1758,1759,2026-01-16 13:13:38,user10024@example.com,DIRECT,Espana,BUG
1759,1760,2026-01-04 09:06:05,user10102@example.com,DIRECT, España ,BUG
1760,1761,2026-01-11 01:35:41,user10025@example.com,DIRECT,España,BILLING
1761,1762,2026-01-02 15:37:33,user10163@reseller.co,PARTNER, Canada,BILLING
1762,1763,2026-01-12 05:07:32,user10084@example.com,DIRECT,CANADA ,LOGIN
1763,1764,2026-01-13 08:03:05,user10080@example.com,DIRECT,España,HOWTO
1764,1765,2026-01-03 00:58:30,user10054@example.com,DIRECT,Bra~sil,HOWTO
1765,1766,2026-01-18 20:25:20,user10019@example.com,DIRECT,Espa~na,BUG
1766,1767,2026-01-13 00:26:02,user10029@example.com,DIRECT,United States,LOGIN
1767,1768,2026-01-02 08:40:20,user10119@example.com,DIRECT,UNITED STATES,HOWTO
1768,1769,2026-01-18 11:51:46,user10159@example.com,DIRECT, México ,LOGIN
1769,1770,2026-01-17 10:25:43,user10137@example.com,DIRECT, Canada,BILLING
1770,1771,2026-01-01 05:48:26,user10049@example.com,DIRECT, Canada,BUG
1771,1772,2026-01-07 10:24:03,user10202@example.com,DIRECT, España ,BILLING
1772,1773,2026-01-12 10:10:04,user10143@partner-mail.com,PARTNER,México,HOWTO
1773,1774,2026-01-12 21:40:38,user10195@example.com,DIRECT,Mexico,BUG
1774,1775,2026-01-10 14:03:43,user10001@example.com,DIRECT,UNITED STATES,BUG
1775,1776,2026-01-05 14:30:55,user10012@example.com,DIRECT,Me~xico,HOWTO
1776,1777,2026-01-17 21:27:52,user10013@example.com,DIRECT, España ,BUG
1777,1778,2026-01-13 23:09:05,user10169@example.com,DIRECT, España ,BUG
1778,1779,2026-01-04 21:03:16,user10080@example.com,DIRECT,Espana,BUG
1779,1780,2026-01-08 00:06:25,user10057@example.com,DIRECT,España,LOGIN
1780,1781,2026-01-01 06:59:15,user10131@example.com,DIRECT,México,BILLING
1781,1782,2026-01-15 22:55:59,user10153@example.com,DIRECT,UNITED STATES,LOGIN
1782,1783,2026-01-01 04:55:09,user10098@example.com,DIRECT, México ,BUG
1783,1784,2026-01-05 04:40:47,user10083@example.com,DIRECT,Espa~na,LOGIN
1784,1785,2026-01-05 12:42:04,user10085@example.com,DIRECT,Espana,HOWTO
1785,1786,2026-01-06 21:32:10,user10070@example.com,DIRECT, Canada,LOGIN
1786,1787,2026-01-09 03:38:30,user10083@example.com,DIRECT,Bra~sil,BUG
1787,1788,2026-01-12 01:03:18,user10107@example.com,DIRECT, Canada,BILLING
1788,1789,2026-01-03 00:28:00,user10071@example.com,DIRECT,España,LOGIN
1789,1790,2026-01-02 20:33:02,user10116@example.com,DIRECT, Canada,HOWTO
1790,1791,2026-01-01 04:39:48,user10142@partner-mail.com,PARTNER, España ,HOWTO
1791,1792,2026-01-18 15:10:53,user10152@example.com,DIRECT,Mexico,BILLING
1792,1793,2026-01-03 16:15:18,user10002@example.com,DIRECT,United States,HOWTO
1793,1794,2026-01-11 16:26:56,user10140@example.com,DIRECT, España ,HOWTO
1794,1795,2026-01-16 14:01:07,user10069@alliances.net,PARTNER,Brasil,BILLING
1795,1796,2026-01-18 09:23:17,user10149@alliances.net,PARTNER,Brasil,HOWTO
1796,1797,2026-01-08 01:25:24,user10211@example.com,DIRECT,España,BILLING
1797,1798,2026-01-04 09:18:53,user10084@example.com,DIRECT,UNITED STATES,BUG
1798,1799,2026-01-12 15:48:46,user10024@example.com,DIRECT,México,HOWTO
1799,1800,2026-01-13 03:45:37,user10149@reseller.co,PARTNER,México,BILLING
1800,1801,2026-01-10 07:47:30,user10072@example.com,DIRECT,Espa~na,BUG
1801,1802,2026-01-04 03:22:19,user10075@example.com,DIRECT, España ,BILLING
1802,1803,2026-01-16 04:26:12,user10135@example.com,DIRECT, México ,BUG
1803,1804,2026-01-02 14:58:51,user10133@example.com,DIRECT, México ,LOGIN
1804,1805,2026-01-09 20:31:06,user10005@example.com,DIRECT,Mexico,BUG
1805,1806,2026-01-08 08:12:29,user10101@example.com,DIRECT,Espa~na,BUG
1806,1807,2026-01-10 07:28:46,user10083@example.com,DIRECT,UNITED STATES,BILLING
1807,1808,2026-01-09 00:41:27,user10123@example.com,DIRECT,Mexico,LOGIN
1808,1809,2026-01-09 11:29:36,user10137@example.com,DIRECT,México,BILLING
1809,1810,2026-01-11 04:04:03,user10003@partner-mail.com,PARTNER, Canada,LOGIN
1810,1811,2026-01-06 19:44:53,user10013@example.com,DIRECT,UNITED STATES,BILLING
1811,1812,2026-01-09 04:04:48,user10109@example.com,DIRECT, España ,BILLING
1812,1813,2026-01-12 02:05:57,user10184@example.com,DIRECT,Mexico,BUG
1813,1814,2026-01-04 04:38:16,user10048@reseller.co,PARTNER,Me~xico,BUG
1814,1815,2026-01-15 15:31:58,user10025@example.com,DIRECT,Espana,BILLING
1815,1816,2026-01-13 10:54:00,user10084@example.com,DIRECT,Bra~sil,BUG
1816,1817,2026-01-12 12:57:59,user10058@example.com,DIRECT,United States,BUG
1817,1818,2026-01-05 21:51:06,user10016@example.com,DIRECT,Espa~na,LOGIN
1818,1819,2026-01-18 04:35:13,user10204@example.com,DIRECT,México,LOGIN
1819,1820,2026-01-06 13:57:52,user10144@example.com,DIRECT,Espa~na,BILLING
1820,1821,2026-01-15 11:51:37,user10174@example.com,DIRECT, España ,BUG
1821,1822,2026-01-15 17:46:01,user10196@example.com,DIRECT,UNITED STATES,BILLING
1822,1823,2026-01-18 15:44:17,user10139@example.com,DIRECT,Brasil,BUG
1823,1824,2026-01-13 02:31:55,user10078@example.com,DIRECT,United States,LOGIN
1824,1825,2026-01-17 03:30:31,user10000@example.com,DIRECT,México,BUG
1825,1826,2026-01-14 16:37:11,user10023@example.com,DIRECT,United States,BUG
1826,1827,2026-01-09 00:35:58,user10069@example.com,DIRECT,Me~xico,BILLING
1827,1828,2026-01-17 20:45:42,user10136@example.com,DIRECT,Brasil,LOGIN
1828,1829,2026-01-11 11:10:36,user10145@example.com,DIRECT,Espana,LOGIN
1829,1830,2026-01-16 23:52:25,user10027@example.com,DIRECT, México ,LOGIN
1830,1831,2026-01-01 04:00:55,user10057@partner-mail.com,PARTNER,España,BUG
1831,1832,2026-01-04 17:05:40,user10196@example.com,DIRECT,España,BILLING
1832,1833,2026-01-08 15:29:28,user10064@example.com,DIRECT,Me~xico,HOWTO
1833,1834,2026-01-18 14:34:19,user10026@example.com,DIRECT, España ,HOWTO
1834,1835,2026-01-09 06:00:36,user10053@reseller.co,PARTNER,Espana,BILLING
1835,1836,2026-01-10 23:05:24,user10079@example.com,DIRECT,España,LOGIN
1836,1837,2026-01-05 01:08:37,user10109@example.com,DIRECT,Espana,LOGIN
1837,1838,2026-01-11 03:05:52,user10108@example.com,DIRECT, México ,LOGIN
1838,1839,2026-01-18 09:20:04,user10023@example.com,DIRECT, Canada,BILLING
1839,1840,2026-01-06 19:01:50,user10025@example.com,DIRECT,Me~xico,BUG
1840,1841,2026-01-16 13:51:20,user10045@example.com,DIRECT,Espa~na,HOWTO
1841,1842,2026-01-07 17:15:57,user10070@example.com,DIRECT,Espa~na,BILLING
1842,1843,2026-01-11 01:23:09,user10212@example.com,DIRECT, México ,BUG
1843,1844,2026-01-11 17:25:42,user10060@alliances.net,PARTNER,España,BUG
1844,1845,2026-01-16 14:39:48,user10077@example.com,DIRECT,Espa~na,BUG
1845,1846,2026-01-01 08:30:46,user10156@example.com,DIRECT,Brasil,HOWTO
1846,1847,2026-01-01 01:44:01,user10074@example.com,DIRECT,Espana,BUG
1847,1848,2026-01-13 01:54:40,user10216@example.com,DIRECT,España,BUG
1848,1849,2026-01-08 03:14:36,user10107@example.com,DIRECT, Canada,HOWTO
1849,1850,2026-01-07 03:23:43,user10079@example.com,DIRECT,Espana,HOWTO
1850,1851,2026-01-17 04:54:26,user10169@example.com,DIRECT,Mexico,BUG
1851,1852,2026-01-13 16:14:50,user10173@example.com,DIRECT, España ,LOGIN
1852,1853,2026-01-01 16:47:57,user10145@example.com,DIRECT, México ,BUG
1853,1854,2026-01-14 07:29:21,user10030@example.com,DIRECT,CANADA ,BUG
1854,1855,2026-01-11 11:05:22,user10064@example.com,DIRECT,Bra~sil,BUG
1855,1856,2026-01-12 22:46:36,user10127@example.com,DIRECT,Bra~sil,LOGIN
1856,1857,2026-01-03 14:39:19,user10081@example.com,DIRECT, España ,BUG
1857,1858,2026-01-02 02:55:28,user10095@partner-mail.com,PARTNER, México ,LOGIN
1858,1859,2026-01-08 08:45:20,user10062@example.com,DIRECT,Me~xico,BILLING
1859,1860,2026-01-11 19:32:35,user10063@example.com,DIRECT, España ,HOWTO
1860,1861,2026-01-13 16:18:44,user10106@example.com,DIRECT, España ,HOWTO
1861,1862,2026-01-07 11:27:16,user10180@partner-mail.com,PARTNER,Me~xico,LOGIN
1862,1863,2026-01-03 03:23:51,user10080@example.com,DIRECT, España ,BUG
1863,1864,2026-01-13 07:03:41,user10164@example.com,DIRECT,Espana,BILLING
1864,1865,2026-01-15 04:41:29,user10215@example.com,DIRECT,Bra~sil,HOWTO
1865,1866,2026-01-13 06:06:51,user10029@example.com,DIRECT,Mexico,LOGIN
1866,1867,2026-01-04 05:41:51,user10203@reseller.co,PARTNER,CANADA ,BUG
1867,1868,2026-01-10 08:28:56,user10064@example.com,DIRECT,Me~xico,BILLING
1868,1869,2026-01-18 12:07:37,user10021@example.com,DIRECT,Espa~na,BILLING
1869,1870,2026-01-14 08:49:50,user10180@alliances.net,PARTNER,España,BUG
1870,1871,2026-01-07 00:52:26,user10001@example.com,DIRECT,Bra~sil,BUG
1871,1872,2026-01-03 05:25:36,user10218@example.com,DIRECT,Brasil,HOWTO
1872,1873,2026-01-08 19:07:05,user10045@alliances.net,PARTNER,United States,BUG
1873,1874,2026-01-15 05:15:20,user10134@alliances.net,PARTNER,Me~xico,BUG
1874,1875,2026-01-05 13:28:58,user10054@example.com,DIRECT,Me~xico,BUG
1875,1876,2026-01-18 23:18:26,user10191@example.com,DIRECT,Espana,LOGIN
1876,1877,2026-01-11 23:56:28,user10155@example.com,DIRECT,México,LOGIN
1877,1878,2026-01-17 10:06:45,user10216@example.com,DIRECT,Espa~na,BUG
1878,1879,2026-01-04 12:41:01,user10173@example.com,DIRECT,España,BILLING
1879,1880,2026-01-15 14:57:11,user10162@example.com,DIRECT,Me~xico,LOGIN
1880,1881,2026-01-05 05:52:59,user10207@example.com,DIRECT,México,BILLING
1881,1882,2026-01-08 16:51:47,user10141@example.com,DIRECT,United States,BILLING
1882,1883,2026-01-04 16:32:06,user10046@alliances.net,PARTNER, México ,LOGIN
1883,1884,2026-01-17 07:57:57,user10048@example.com,DIRECT,Espana,LOGIN
1884,1885,2026-01-11 05:08:32,user10144@example.com,DIRECT,UNITED STATES,BUG
1885,1886,2026-01-11 22:26:22,user10081@example.com,DIRECT, México ,LOGIN
1886,1887,2026-01-02 05:07:23,user10166@example.com,DIRECT,Espana,BILLING
1887,1888,2026-01-04 07:03:07,user10137@example.com,DIRECT, España ,HOWTO
1888,1889,2026-01-08 17:57:03,user10008@example.com,DIRECT,Espana,BILLING
1889,1890,2026-01-10 04:36:23,user10203@example.com,DIRECT,México,BILLING
1890,1891,2026-01-02 03:11:38,user10214@example.com,DIRECT, Canada,BILLING
1891,1892,2026-01-16 01:04:04,user10066@example.com,DIRECT,United States,BUG
1892,1893,2026-01-10 15:22:41,user10062@example.com,DIRECT,Espa~na,LOGIN
1893,1894,2026-01-13 06:18:40,user10086@example.com,DIRECT,Brasil,HOWTO
1894,1895,2026-01-01 00:49:51,user10178@example.com,DIRECT,Espa~na,LOGIN
1895,1896,2026-01-15 01:28:28,user10004@reseller.co,PARTNER, España ,LOGIN
1896,1897,2026-01-03 07:05:44,user10039@example.com,DIRECT,Bra~sil,BUG
1897,1898,2026-01-01 15:03:38,user10153@alliances.net,PARTNER,Me~xico,HOWTO
1898,1899,2026-01-10 11:57:05,user10091@example.com,DIRECT, España ,HOWTO
1899,1900,2026-01-18 13:48:38,user10097@example.com,DIRECT,UNITED STATES,LOGIN
1900,1901,2026-01-18 09:14:40,user10206@example.com,DIRECT,España,BUG
1901,1902,2026-01-17 00:32:27,user10175@partner-mail.com,PARTNER,United States,BILLING
1902,1903,2026-01-08 13:27:43,user10024@example.com,DIRECT,España,BUG
1903,1904,2026-01-10 22:47:58,user10051@example.com,DIRECT,México,BUG
1904,1905,2026-01-08 05:10:55,user10057@example.com,DIRECT,México,LOGIN
1905,1906,2026-01-17 17:29:11,user10145@example.com,DIRECT, México ,BUG
1906,1907,2026-01-17 03:26:47,user10094@reseller.co,PARTNER,Mexico,LOGIN
1907,1908,2026-01-04 13:12:18,user10148@example.com,DIRECT,Me~xico,BUG
1908,1909,2026-01-10 01:33:00,user10049@example.com,DIRECT,Mexico,BILLING
1909,1910,2026-01-07 22:40:38,user10102@example.com,DIRECT,Espa~na,BUG
1910,1911,2026-01-14 03:09:49,user10080@example.com,DIRECT,Me~xico,HOWTO
1911,1912,2026-01-04 12:42:55,user10041@example.com,DIRECT,UNITED STATES,BUG
1912,1913,2026-01-08 05:45:57,user10044@reseller.co,PARTNER, España ,HOWTO
1913,1914,2026-01-13 04:13:39,user10088@example.com,DIRECT, España ,HOWTO
1914,1915,2026-01-17 04:57:28,user10148@example.com,DIRECT,United States,BUG
1915,1916,2026-01-17 18:42:48,user10163@example.com,DIRECT, España ,HOWTO
1916,1917,2026-01-14 12:24:56,user10170@example.com,DIRECT, España ,BUG
1917,1918,2026-01-17 22:55:28,user10041@example.com,DIRECT,España,BUG
1918,1919,2026-01-02 05:52:07,user10127@alliances.net,PARTNER,Mexico,BUG
1919,1920,2026-01-02 01:26:18,user10019@example.com,DIRECT,UNITED STATES,BUG
1920,1921,2026-01-08 06:49:04,user10029@example.com,DIRECT,CANADA ,HOWTO
1921,1922,2026-01-14 12:05:34,user10101@reseller.co,PARTNER,United States,BILLING
1922,1923,2026-01-03 00:17:34,user10153@example.com,DIRECT,España,BILLING
1923,1924,2026-01-11 05:26:01,user10051@partner-mail.com,PARTNER,Brasil,LOGIN
1924,1925,2026-01-17 17:18:04,user10037@example.com,DIRECT,United States,BUG
1925,1926,2026-01-04 21:41:42,user10176@example.com,DIRECT, México ,LOGIN
1926,1927,2026-01-08 08:36:59,user10131@example.com,DIRECT,Espa~na,LOGIN
1927,1928,2026-01-17 02:17:56,user10179@example.com,DIRECT,Brasil,BILLING
1928,1929,2026-01-14 03:58:17,user10019@example.com,DIRECT,Espana,BUG
1929,1930,2026-01-10 19:21:38,user10207@alliances.net,PARTNER,México,HOWTO
1930,1931,2026-01-02 21:36:50,user10177@alliances.net,PARTNER, México ,BUG
1931,1932,2026-01-01 04:56:51,user10184@example.com,DIRECT,United States,BILLING
1932,1933,2026-01-09 19:01:15,user10022@example.com,DIRECT,España,BUG
1933,1934,2026-01-07 15:23:26,user10142@example.com,DIRECT, México ,LOGIN
1934,1935,2026-01-02 04:53:42,user10119@example.com,DIRECT, España ,LOGIN
1935,1936,2026-01-13 16:36:28,user10041@example.com,DIRECT,CANADA ,BILLING
1936,1937,2026-01-18 20:58:48,user10201@alliances.net,PARTNER,CANADA ,BUG
1937,1938,2026-01-16 18:15:12,user10181@example.com,DIRECT,Bra~sil,BILLING
1938,1939,2026-01-07 18:54:48,user10182@example.com,DIRECT,UNITED STATES,HOWTO
1939,1940,2026-01-04 01:16:22,user10160@example.com,DIRECT,Bra~sil,BILLING
1940,1941,2026-01-07 12:45:14,user10039@example.com,DIRECT,CANADA ,BUG
1941,1942,2026-01-11 11:35:45,user10164@partner-mail.com,PARTNER,Bra~sil,LOGIN
1942,1943,2026-01-14 23:39:49,user10101@example.com,DIRECT,Espana,LOGIN
1943,1944,2026-01-02 03:00:53,user10153@example.com,DIRECT, Canada,LOGIN
1944,1945,2026-01-11 11:52:15,user10130@example.com,DIRECT,CANADA ,BILLING
1945,1946,2026-01-17 03:02:14,user10182@example.com,DIRECT,CANADA ,BILLING
1946,1947,2026-01-10 08:54:14,user10114@example.com,DIRECT,México,BUG
1947,1948,2026-01-01 03:53:06,user10065@example.com,DIRECT,Bra~sil,HOWTO
1948,1949,2026-01-03 09:38:54,user10145@example.com,DIRECT, Canada,BILLING
1949,1950,2026-01-18 03:33:02,user10147@example.com,DIRECT,Mexico,LOGIN
1950,1951,2026-01-12 08:55:39,user10064@reseller.co,PARTNER,CANADA ,HOWTO
1951,1952,2026-01-11 22:26:20,user10113@alliances.net,PARTNER, España ,BUG
1952,1953,2026-01-11 14:11:50,user10146@example.com,DIRECT,CANADA ,HOWTO
1953,1954,2026-01-14 13:26:59,user10074@example.com,DIRECT,Espa~na,LOGIN
1954,1955,2026-01-08 21:51:13,user10037@example.com,DIRECT,México,BUG
1955,1956,2026-01-13 06:05:21,user10071@example.com,DIRECT,CANADA ,BUG
1956,1957,2026-01-08 07:11:40,user10183@example.com,DIRECT,Espa~na,BUG
1957,1958,2026-01-10 11:39:08,user10034@example.com,DIRECT,Me~xico,LOGIN
1958,1959,2026-01-06 06:06:21,user10086@example.com,DIRECT,United States,LOGIN
1959,1960,2026-01-08 01:19:09,user10108@example.com,DIRECT,Espana,LOGIN
1960,1961,2026-01-02 07:20:38,user10174@partner-mail.com,PARTNER,Brasil,BILLING
1961,1962,2026-01-04 05:11:04,user10081@example.com,DIRECT,Brasil,BILLING
1962,1963,2026-01-01 14:05:29,user10218@example.com,DIRECT, España ,LOGIN
1963,1964,2026-01-06 15:02:56,user10092@example.com,DIRECT,United States,HOWTO
1964,1965,2026-01-05 04:32:09,user10101@example.com,DIRECT,Bra~sil,LOGIN
1965,1966,2026-01-02 16:40:08,user10187@alliances.net,PARTNER,United States,BUG
1966,1967,2026-01-18 06:42:58,user10099@example.com,DIRECT,México,HOWTO
1967,1968,2026-01-05 14:46:39,user10149@example.com,DIRECT,UNITED STATES,BILLING
1968,1969,2026-01-13 03:47:06,user10077@example.com,DIRECT,México,LOGIN
1969,1970,2026-01-12 23:37:51,user10149@example.com,DIRECT,United States,LOGIN
1970,1971,2026-01-02 05:11:26,user10131@example.com,DIRECT, Canada,BUG
1971,1972,2026-01-10 23:30:36,user10216@example.com,DIRECT,Espa~na,HOWTO
1972,1973,2026-01-12 19:31:36,user10087@example.com,DIRECT,United States,BILLING
1973,1974,2026-01-11 20:00:57,user10047@example.com,DIRECT, México ,BUG
1974,1975,2026-01-12 02:48:30,user10030@example.com,DIRECT,Espa~na,BILLING
1975,1976,2026-01-10 11:10:39,user10111@partner-mail.com,PARTNER,Bra~sil,LOGIN
1976,1977,2026-01-16 20:37:18,user10110@example.com,DIRECT,Mexico,LOGIN
1977,1978,2026-01-18 18:10:16,user10020@example.com,DIRECT,Bra~sil,LOGIN
1978,1979,2026-01-13 05:20:42,user10002@reseller.co,PARTNER,Espana,LOGIN
1979,1980,2026-01-16 05:58:47,user10086@example.com,DIRECT,México,LOGIN
1980,1981,2026-01-08 11:45:59,user10007@example.com,DIRECT,Mexico,LOGIN
1981,1982,2026-01-05 20:45:22,user10209@example.com,DIRECT,Espana,LOGIN
1982,1983,2026-01-17 01:23:14,user10173@example.com,DIRECT,UNITED STATES,LOGIN
1983,1984,2026-01-11 05:50:58,user10018@example.com,DIRECT,United States,BILLING
1984,1985,2026-01-18 15:22:23,user10171@example.com,DIRECT,Me~xico,LOGIN
1985,1986,2026-01-18 23:46:43,user10166@alliances.net,PARTNER, Canada,BUG
1986,1987,2026-01-09 11:42:44,user10159@example.com,DIRECT,España,BILLING
1987,1988,2026-01-05 00:19:39,user10190@example.com,DIRECT,United States,HOWTO
1988,1989,2026-01-04 15:52:15,user10155@alliances.net,PARTNER,Espana,BILLING
1989,1990,2026-01-13 19:06:33,user10111@example.com,DIRECT,México,BUG
1990,1991,2026-01-02 04:31:45,user10159@reseller.co,PARTNER, México ,LOGIN
