customer_name,ticket,region,event_ts,product,priority,event_type,agent,channel,status_before,status_after,tag,handling_seconds
Lucas Miller,TCKT-100341,Midwest,2025-11-04 07:19:00,Pro,Urgent,status_changed,D. Kim,phone,new,new,feature_request,570
Mia Davis,TCKT-100342,South,2025-09-01 18:53:00,Pro,High,comment_added,E. Johnson,email,new,new,feature_request,1260
Mia Davis,TCKT-100342,South,2025-09-01 18:53:00,Pro,High,assigned,F. Singh,email,new,new,bug,217
Mia Davis,TCKT-100342,South,2025-09-01 18:53:00,Pro,High,status_changed,G. Nguyen,chat,new,resolved,how_to,1535
Mia Davis,TCKT-100342,South,2025-09-01 20:54:00,Pro,High,status_changed,F. Singh,web,resolved,new,account,1513
Ethan Johnson,TCKT-100343,Mountain,2025-10-03 10:48:00,Basic,Low,tag_added,E. Johnson,email,new,new,how_to,929
Ethan Johnson,TCKT-100343,Mountain,2025-10-03 10:48:00,Basic,Low,tag_removed,F. Singh,email,new,new,login,1185
Ethan Johnson,TCKT-100343,Mountain,2025-10-03 10:48:00,Basic,Low,assigned,C. Patel,email,new,new,feature_request,105
Ethan Johnson,TCKT-100343,Mountain,2025-10-03 11:33:00,Basic,Low,comment_added,E. Johnson,email,new,new,feature_request,1050
Ethan Johnson,TCKT-100343,Mountain,2025-10-03 11:33:00,Basic,Low,tag_added,G. Nguyen,web,new,new,refund,420
Ethan Johnson,TCKT-100343,Mountain,2025-10-03 12:49:00,Basic,Low,comment_added,D. Kim,email,new,new,account,1277
Ethan Johnson,TCKT-100343,Mountain,2025-10-03 12:49:00,Basic,Low,status_changed,F. Singh,chat,new,pending,refund,1435
Ethan Johnson,TCKT-100344,West,2025-09-13 18:33:00,Pro,Low,comment_added,A. Chen,chat,new,new,billing,1244
Ethan Johnson,TCKT-100344,West,2025-09-13 22:31:00,Pro,Low,comment_added,D. Kim,phone,new,new,billing,1158
Ethan Johnson,TCKT-100344,West,2025-09-13 22:31:00,Pro,Low,status_changed,C. Patel,chat,new,pending,account,1318
Ethan Johnson,TCKT-100344,West,2025-09-13 22:31:00,Pro,Low,tag_added,D. Kim,chat,pending,pending,how_to,1215
Ethan Johnson,TCKT-100344,West,2025-09-14 00:38:00,Pro,Low,comment_added,A. Chen,email,pending,pending,login,1431
Mia Lee,TCKT-100345,Northeast,2025-12-07 06:46:00,Basic,Medium,comment_added,G. Nguyen,email,new,new,bug,1280
Mia Lee,TCKT-100345,Northeast,2025-12-07 08:12:00,Basic,Medium,tag_added,G. Nguyen,email,new,new,refund,883
Mia Lee,TCKT-100345,Northeast,2025-12-07 08:12:00,Basic,Medium,assigned,F. Singh,chat,new,new,login,536
Mia Lee,TCKT-100345,Northeast,2025-12-07 08:12:00,Basic,Medium,comment_added,C. Patel,email,new,new,refund,957
Mia Lee,TCKT-100345,Northeast,2025-12-07 09:44:00,Basic,Medium,tag_added,C. Patel,chat,new,new,how_to,582
Mia Lee,TCKT-100345,Northeast,2025-12-07 09:44:00,Basic,Medium,comment_added,G. Nguyen,chat,new,new,login,510
Mia Lee,TCKT-100345,Northeast,2025-12-07 09:44:00,Basic,Medium,status_changed,E. Johnson,phone,new,pending,bug,1352
Olivia Martinez,TCKT-100346,Midwest,2025-12-18 04:46:00,Basic,Urgent,comment_added,E. Johnson,email,new,new,login,554
Olivia Martinez,TCKT-100346,Midwest,2025-12-18 04:46:00,Basic,Urgent,status_changed,A. Chen,email,new,closed,how_to,1294
Olivia Martinez,TCKT-100346,Midwest,2025-12-18 04:46:00,Basic,Urgent,assigned,B. Rivera,phone,closed,closed,feature_request,79
Emma Lee,TCKT-100347,Northeast,2025-10-11 08:13:00,Basic,Low,comment_added,F. Singh,phone,new,new,account,286
Emma Lee,TCKT-100347,Northeast,2025-10-11 08:13:00,Basic,Low,status_changed,A. Chen,phone,new,new,login,1435
Emma Lee,TCKT-100347,Northeast,2025-10-11 08:59:00,Basic,Low,assigned,D. Kim,email,new,new,account,277
Emma Lee,TCKT-100347,Northeast,2025-10-11 08:59:00,Basic,Low,status_changed,E. Johnson,email,new,closed,feature_request,64
Olivia Johnson,TCKT-100348,West,2025-11-24 09:55:00,Basic,Medium,status_changed,C. Patel,chat,new,resolved,account,380
Olivia Johnson,TCKT-100348,West,2025-11-24 09:55:00,Basic,Medium,comment_added,G. Nguyen,email,resolved,resolved,feature_request,1429
Olivia Johnson,TCKT-100348,West,2025-11-24 11:30:00,Basic,Medium,comment_added,D. Kim,chat,resolved,resolved,login,1266
Olivia Johnson,TCKT-100348,West,2025-11-24 11:30:00,Basic,Medium,status_changed,E. Johnson,phone,resolved,resolved,refund,1596
Olivia Johnson,TCKT-100348,West,2025-11-24 11:30:00,Basic,Medium,assigned,D. Kim,phone,resolved,resolved,bug,958
Olivia Johnson,TCKT-100348,West,2025-11-24 14:33:00,Basic,Medium,comment_added,F. Singh,phone,resolved,resolved,feature_request,1330
Olivia Johnson,TCKT-100348,West,2025-11-24 14:33:00,Basic,Medium,tag_removed,C. Patel,chat,resolved,resolved,account,747
Olivia Johnson,TCKT-100348,West,2025-11-24 18:21:00,Basic,Medium,comment_added,C. Patel,email,resolved,resolved,bug,1310
Lucas Garcia,TCKT-100349,Northeast,2025-12-10 14:07:00,Enterprise,Medium,assigned,F. Singh,phone,new,new,billing,1307
Lucas Garcia,TCKT-100349,Northeast,2025-12-10 14:07:00,Enterprise,Medium,comment_added,G. Nguyen,chat,new,new,bug,275
Lucas Garcia,TCKT-100349,Northeast,2025-12-10 14:07:00,Enterprise,Medium,tag_removed,F. Singh,email,new,new,how_to,1016
Mia Brown,TCKT-100350,Northeast,2025-10-14 23:17:00,Basic,Medium,status_changed,B. Rivera,chat,new,new,bug,765
Mia Brown,TCKT-100350,Northeast,2025-10-15 00:49:00,Basic,Medium,comment_added,C. Patel,phone,new,new,billing,639
Mia Brown,TCKT-100350,Northeast,2025-10-15 00:49:00,Basic,Medium,status_changed,B. Rivera,chat,new,resolved,how_to,237
Mia Brown,TCKT-100350,Northeast,2025-10-15 02:01:00,Basic,Medium,tag_added,F. Singh,email,resolved,resolved,feature_request,572
Mia Brown,TCKT-100350,Northeast,2025-10-15 02:01:00,Basic,Medium,status_changed,A. Chen,chat,resolved,open,feature_request,474
Mia Brown,TCKT-100350,Northeast,2025-10-15 02:01:00,Basic,Medium,assigned,A. Chen,chat,open,open,feature_request,1577
Mia Brown,TCKT-100350,Northeast,2025-10-15 04:50:00,Basic,Medium,comment_added,F. Singh,email,open,open,login,799
Sofia Davis,TCKT-100351,Northeast,2025-10-10 06:32:00,Basic,Medium,assigned,E. Johnson,chat,new,new,refund,127
Sofia Davis,TCKT-100351,Northeast,2025-10-10 06:32:00,Basic,Medium,comment_added,B. Rivera,web,new,new,bug,1598
Sofia Davis,TCKT-100351,Northeast,2025-10-10 06:32:00,Basic,Medium,status_changed,A. Chen,web,new,new,account,523
Sofia Davis,TCKT-100351,Northeast,2025-10-10 08:05:00,Basic,Medium,comment_added,D. Kim,phone,new,new,how_to,78
Sofia Davis,TCKT-100351,Northeast,2025-10-10 08:05:00,Basic,Medium,tag_added,B. Rivera,email,new,new,account,1278
Zoe Lee,TCKT-100352,West,2025-11-04 06:42:00,Pro,Medium,comment_added,C. Patel,email,new,new,account,1494
Zoe Lee,TCKT-100352,West,2025-11-04 06:42:00,Pro,Medium,assigned,A. Chen,phone,new,new,refund,918
Zoe Lee,TCKT-100352,West,2025-11-04 06:42:00,Pro,Medium,status_changed,G. Nguyen,chat,new,new,feature_request,538
Sofia Martinez,TCKT-100353,South,2025-08-28 11:39:00,Pro,Low,comment_added,C. Patel,email,new,new,billing,372
Sofia Martinez,TCKT-100353,South,2025-08-28 11:39:00,Pro,Low,tag_added,A. Chen,phone,new,new,login,181
Sofia Martinez,TCKT-100353,South,2025-08-28 15:19:00,Pro,Low,tag_added,F. Singh,email,new,new,refund,1485
Sofia Martinez,TCKT-100353,South,2025-08-28 15:19:00,Pro,Low,comment_added,F. Singh,email,new,new,how_to,1790
Sofia Martinez,TCKT-100353,South,2025-08-28 15:19:00,Pro,Low,tag_removed,E. Johnson,email,new,new,billing,1409
Sofia Martinez,TCKT-100353,South,2025-08-28 18:10:00,Pro,Low,status_changed,G. Nguyen,chat,new,pending,login,1191
Sofia Martinez,TCKT-100353,South,2025-08-28 18:10:00,Pro,Low,comment_added,G. Nguyen,email,pending,pending,how_to,1655
Sofia Martinez,TCKT-100353,South,2025-08-28 18:32:00,Pro,Low,comment_added,B. Rivera,email,pending,pending,bug,1229
Liam Brown,TCKT-100354,Midwest,2025-11-15 18:09:00,Pro,Low,assigned,C. Patel,email,new,new,refund,1511
Liam Brown,TCKT-100354,Midwest,2025-11-15 18:47:00,Pro,Low,comment_added,A. Chen,phone,new,new,feature_request,1134
Liam Brown,TCKT-100354,Midwest,2025-11-15 18:47:00,Pro,Low,tag_added,B. Rivera,email,new,new,how_to,418
Liam Brown,TCKT-100354,Midwest,2025-11-15 18:47:00,Pro,Low,assigned,B. Rivera,chat,new,new,how_to,395
Liam Brown,TCKT-100354,Midwest,2025-11-15 21:15:00,Pro,Low,tag_added,A. Chen,web,new,new,account,1105
Liam Brown,TCKT-100354,Midwest,2025-11-15 21:15:00,Pro,Low,assigned,D. Kim,chat,new,new,billing,1361
Liam Brown,TCKT-100354,Midwest,2025-11-15 23:13:00,Pro,Low,comment_added,A. Chen,email,new,new,feature_request,1752
Mason Wilson,TCKT-100355,West,2025-11-30 07:35:00,Basic,Medium,assigned,D. Kim,chat,new,new,account,971
Mason Wilson,TCKT-100355,West,2025-11-30 07:35:00,Basic,Medium,tag_removed,G. Nguyen,chat,new,new,billing,1250
Mason Wilson,TCKT-100355,West,2025-11-30 10:43:00,Basic,Medium,comment_added,E. Johnson,web,new,new,refund,412
Mason Wilson,TCKT-100355,West,2025-11-30 10:43:00,Basic,Medium,assigned,E. Johnson,email,new,new,login,194
Mason Wilson,TCKT-100355,West,2025-11-30 11:16:00,Basic,Medium,comment_added,F. Singh,email,new,new,how_to,1135
Mason Wilson,TCKT-100355,West,2025-11-30 13:05:00,Basic,Medium,comment_added,C. Patel,chat,new,new,billing,1309
Mason Wilson,TCKT-100355,West,2025-11-30 16:02:00,Basic,Medium,assigned,E. Johnson,chat,new,new,bug,535
Mason Wilson,TCKT-100355,West,2025-11-30 16:02:00,Basic,Medium,comment_added,E. Johnson,email,new,new,refund,1495
Mason Lee,TCKT-100356,Northeast,2025-10-04 18:56:00,Basic,Medium,status_changed,D. Kim,phone,new,pending,bug,1123
Mason Lee,TCKT-100356,Northeast,2025-10-04 18:56:00,Basic,Medium,comment_added,C. Patel,phone,pending,pending,bug,662
Mason Lee,TCKT-100356,Northeast,2025-10-04 18:56:00,Basic,Medium,tag_added,A. Chen,phone,pending,pending,refund,1396
Mason Lee,TCKT-100356,Northeast,2025-10-04 19:08:00,Basic,Medium,tag_added,E. Johnson,email,pending,pending,login,1260
Mason Lee,TCKT-100356,Northeast,2025-10-04 19:08:00,Basic,Medium,status_changed,C. Patel,email,pending,closed,refund,1603
Mason Lee,TCKT-100356,Northeast,2025-10-04 19:08:00,Basic,Medium,comment_added,C. Patel,phone,closed,closed,login,1539
Mason Lee,TCKT-100356,Northeast,2025-10-04 22:30:00,Basic,Medium,assigned,C. Patel,phone,closed,closed,bug,881
Mason Lee,TCKT-100356,Northeast,2025-10-04 22:30:00,Basic,Medium,comment_added,G. Nguyen,email,closed,closed,login,1441
Mason Lee,TCKT-100356,Northeast,2025-10-04 22:30:00,Basic,Medium,status_changed,G. Nguyen,chat,closed,closed,refund,689
Mia Garcia,TCKT-100357,Northeast,2025-08-24 23:38:00,Enterprise,High,comment_added,C. Patel,chat,new,new,bug,513
Mia Garcia,TCKT-100357,Northeast,2025-08-24 23:38:00,Enterprise,High,tag_removed,E. Johnson,phone,new,new,refund,1243
Mia Garcia,TCKT-100357,Northeast,2025-08-24 23:38:00,Enterprise,High,assigned,G. Nguyen,web,new,new,bug,1158
Mia Garcia,TCKT-100357,Northeast,2025-08-25 02:37:00,Enterprise,High,comment_added,G. Nguyen,email,new,new,bug,249
Mia Garcia,TCKT-100357,Northeast,2025-08-25 02:37:00,Enterprise,High,tag_removed,C. Patel,chat,new,new,feature_request,616
Mia Garcia,TCKT-100357,Northeast,2025-08-25 02:37:00,Enterprise,High,tag_added,B. Rivera,email,new,new,feature_request,1100
Mia Garcia,TCKT-100357,Northeast,2025-08-25 06:18:00,Enterprise,High,comment_added,D. Kim,chat,new,new,bug,402
Mia Garcia,TCKT-100357,Northeast,2025-08-25 06:48:00,Enterprise,High,comment_added,D. Kim,phone,new,new,billing,475
Ethan Wilson,TCKT-100358,Northeast,2025-09-29 09:02:00,Basic,Medium,status_changed,B. Rivera,email,new,resolved,login,1621
Ethan Wilson,TCKT-100358,Northeast,2025-09-29 09:02:00,Basic,Medium,comment_added,A. Chen,web,resolved,resolved,refund,1708
Ethan Wilson,TCKT-100358,Northeast,2025-09-29 09:02:00,Basic,Medium,assigned,D. Kim,chat,resolved,resolved,bug,1353
Ethan Wilson,TCKT-100358,Northeast,2025-09-29 11:26:00,Basic,Medium,tag_added,E. Johnson,chat,resolved,resolved,how_to,1384
Ethan Wilson,TCKT-100358,Northeast,2025-09-29 11:26:00,Basic,Medium,comment_added,G. Nguyen,email,resolved,resolved,how_to,452
Ethan Wilson,TCKT-100358,Northeast,2025-09-29 11:26:00,Basic,Medium,tag_removed,F. Singh,chat,resolved,resolved,bug,585
Ethan Wilson,TCKT-100358,Northeast,2025-09-29 14:32:00,Basic,Medium,comment_added,A. Chen,phone,resolved,resolved,account,578
Ethan Wilson,TCKT-100358,Northeast,2025-09-29 14:32:00,Basic,Medium,status_changed,F. Singh,email,resolved,open,login,1765
Emma Garcia,TCKT-100359,South,2025-10-15 01:32:00,Basic,Urgent,assigned,B. Rivera,web,new,new,login,199
Emma Garcia,TCKT-100359,South,2025-10-15 01:32:00,Basic,Urgent,comment_added,D. Kim,phone,new,new,feature_request,100
Emma Garcia,TCKT-100359,South,2025-10-15 05:20:00,Basic,Urgent,tag_removed,B. Rivera,phone,new,new,billing,724
Mia Anderson,TCKT-100360,West,2025-10-06 00:33:00,Basic,Medium,comment_added,D. Kim,web,new,new,account,1503
Mia Anderson,TCKT-100360,West,2025-10-06 00:33:00,Basic,Medium,status_changed,E. Johnson,chat,new,pending,refund,1225
Mia Anderson,TCKT-100360,West,2025-10-06 02:50:00,Basic,Medium,comment_added,D. Kim,email,pending,pending,billing,287
Mia Anderson,TCKT-100360,West,2025-10-06 04:35:00,Basic,Medium,assigned,F. Singh,email,pending,pending,billing,1144
Mia Anderson,TCKT-100360,West,2025-10-06 07:32:00,Basic,Medium,tag_added,B. Rivera,chat,pending,pending,feature_request,599
Mia Anderson,TCKT-100360,West,2025-10-06 07:32:00,Basic,Medium,comment_added,G. Nguyen,chat,pending,pending,account,1200
Mia Anderson,TCKT-100360,West,2025-10-06 08:40:00,Basic,Medium,comment_added,A. Chen,phone,pending,pending,refund,108
Mia Anderson,TCKT-100360,West,2025-10-06 08:40:00,Basic,Medium,assigned,F. Singh,email,pending,pending,bug,340
Mia Anderson,TCKT-100360,West,2025-10-06 08:40:00,Basic,Medium,status_changed,C. Patel,chat,pending,pending,how_to,385
Isla Thomas,TCKT-100361,South,2025-08-28 07:48:00,Pro,High,comment_added,G. Nguyen,email,new,new,bug,1654
Isla Thomas,TCKT-100361,South,2025-08-28 07:48:00,Pro,High,status_changed,G. Nguyen,email,new,pending,bug,383
Isla Thomas,TCKT-100361,South,2025-08-28 09:11:00,Pro,High,tag_added,D. Kim,email,pending,pending,feature_request,1067
Isla Thomas,TCKT-100361,South,2025-08-28 09:11:00,Pro,High,status_changed,D. Kim,phone,pending,resolved,billing,74
Isla Thomas,TCKT-100361,South,2025-08-28 09:11:00,Pro,High,comment_added,G. Nguyen,chat,resolved,resolved,account,292
Isla Thomas,TCKT-100361,South,2025-08-28 10:45:00,Pro,High,assigned,C. Patel,chat,resolved,resolved,feature_request,301
Isla Thomas,TCKT-100361,South,2025-08-28 11:45:00,Pro,High,comment_added,D. Kim,email,resolved,resolved,feature_request,539
Isla Thomas,TCKT-100361,South,2025-08-28 12:44:00,Pro,High,comment_added,C. Patel,email,resolved,resolved,how_to,43
Isla Thomas,TCKT-100361,South,2025-08-28 12:44:00,Pro,High,assigned,G. Nguyen,email,resolved,resolved,bug,339
Sofia Brown,TCKT-100362,Midwest,2025-10-10 07:23:00,Enterprise,Medium,status_changed,B. Rivera,email,new,new,feature_request,950
Sofia Brown,TCKT-100362,Midwest,2025-10-10 08:51:00,Enterprise,Medium,comment_added,F. Singh,chat,new,new,bug,216
Sofia Brown,TCKT-100362,Midwest,2025-10-10 08:51:00,Enterprise,Medium,status_changed,C. Patel,email,new,resolved,feature_request,1743
Sofia Brown,TCKT-100362,Midwest,2025-10-10 11:09:00,Enterprise,Medium,comment_added,E. Johnson,chat,resolved,resolved,account,1570
Sofia Brown,TCKT-100362,Midwest,2025-10-10 11:09:00,Enterprise,Medium,assigned,C. Patel,chat,resolved,resolved,login,886
Sofia Brown,TCKT-100362,Midwest,2025-10-10 11:09:00,Enterprise,Medium,tag_added,B. Rivera,email,resolved,resolved,account,172
Sofia Brown,TCKT-100362,Midwest,2025-10-10 14:37:00,Enterprise,Medium,assigned,E. Johnson,chat,resolved,resolved,bug,243
Ava Wilson,TCKT-100363,South,2025-11-23 19:38:00,Pro,Medium,comment_added,F. Singh,chat,new,new,feature_request,1681
Ava Wilson,TCKT-100363,South,2025-11-23 20:15:00,Pro,Medium,tag_removed,D. Kim,phone,new,new,feature_request,71
Ava Wilson,TCKT-100363,South,2025-11-23 20:15:00,Pro,Medium,comment_added,C. Patel,chat,new,new,how_to,1676
Ava Wilson,TCKT-100363,South,2025-11-23 20:15:00,Pro,Medium,assigned,F. Singh,phone,new,new,login,743
Ava Wilson,TCKT-100363,South,2025-11-23 22:36:00,Pro,Medium,comment_added,G. Nguyen,email,new,new,account,91
Ava Wilson,TCKT-100363,South,2025-11-23 22:46:00,Pro,Medium,status_changed,C. Patel,email,new,closed,billing,192
Ava Wilson,TCKT-100363,South,2025-11-23 22:46:00,Pro,Medium,assigned,B. Rivera,chat,closed,closed,how_to,1159
Ava Wilson,TCKT-100363,South,2025-11-24 00:45:00,Pro,Medium,tag_removed,A. Chen,chat,closed,closed,feature_request,1085
Ethan Lee,TCKT-100364,Midwest,2025-12-19 02:30:00,Pro,High,comment_added,A. Chen,email,new,new,login,74
Ethan Lee,TCKT-100364,Midwest,2025-12-19 02:30:00,Pro,High,assigned,E. Johnson,phone,new,new,feature_request,687
Ethan Lee,TCKT-100364,Midwest,2025-12-19 02:30:00,Pro,High,status_changed,F. Singh,email,new,pending,feature_request,1608
Ethan Lee,TCKT-100364,Midwest,2025-12-19 04:47:00,Pro,High,comment_added,F. Singh,chat,pending,pending,login,1474
Ethan Lee,TCKT-100364,Midwest,2025-12-19 04:47:00,Pro,High,tag_removed,E. Johnson,phone,pending,pending,feature_request,1343
Ethan Lee,TCKT-100364,Midwest,2025-12-19 04:47:00,Pro,High,status_changed,F. Singh,chat,pending,resolved,how_to,865
Ethan Lee,TCKT-100364,Midwest,2025-12-19 06:51:00,Pro,High,comment_added,B. Rivera,web,resolved,resolved,account,186
Ethan Lee,TCKT-100364,Midwest,2025-12-19 06:51:00,Pro,High,assigned,C. Patel,email,resolved,resolved,how_to,407
Ethan Johnson,TCKT-100365,Northeast,2025-10-12 22:17:00,Pro,Medium,comment_added,F. Singh,email,new,new,how_to,1773
Ethan Johnson,TCKT-100365,Northeast,2025-10-12 22:17:00,Pro,Medium,tag_removed,B. Rivera,phone,new,new,account,501
Ethan Johnson,TCKT-100365,Northeast,2025-10-13 01:03:00,Pro,Medium,status_changed,B. Rivera,chat,new,open,feature_request,1552
Ethan Johnson,TCKT-100365,Northeast,2025-10-13 01:03:00,Pro,Medium,comment_added,G. Nguyen,email,open,open,refund,88
Ethan Johnson,TCKT-100365,Northeast,2025-10-13 02:49:00,Pro,Medium,comment_added,F. Singh,phone,open,open,billing,1577
Ethan Johnson,TCKT-100365,Northeast,2025-10-13 05:35:00,Pro,Medium,status_changed,B. Rivera,chat,open,closed,how_to,89
Ethan Johnson,TCKT-100365,Northeast,2025-10-13 07:08:00,Pro,Medium,comment_added,F. Singh,chat,closed,closed,refund,1105
Ethan Johnson,TCKT-100365,Northeast,2025-10-13 07:12:00,Pro,Medium,comment_added,G. Nguyen,email,closed,closed,bug,233
Ethan Johnson,TCKT-100365,Northeast,2025-10-13 07:12:00,Pro,Medium,assigned,A. Chen,phone,closed,closed,login,62
Olivia Garcia,TCKT-100366,Midwest,2025-10-25 02:06:00,Pro,Medium,status_changed,B. Rivera,email,new,new,refund,1530
Olivia Garcia,TCKT-100366,Midwest,2025-10-25 03:49:00,Pro,Medium,comment_added,G. Nguyen,email,new,new,login,1388
Olivia Garcia,TCKT-100366,Midwest,2025-10-25 06:16:00,Pro,Medium,comment_added,E. Johnson,chat,new,new,refund,757
Olivia Garcia,TCKT-100366,Midwest,2025-10-25 06:16:00,Pro,Medium,status_changed,F. Singh,phone,new,pending,login,540
Olivia Garcia,TCKT-100366,Midwest,2025-10-25 06:16:00,Pro,Medium,assigned,C. Patel,phone,pending,pending,how_to,1362
Olivia Garcia,TCKT-100366,Midwest,2025-10-25 07:59:00,Pro,Medium,comment_added,G. Nguyen,web,pending,pending,feature_request,1135
Olivia Garcia,TCKT-100366,Midwest,2025-10-25 07:59:00,Pro,Medium,assigned,D. Kim,email,pending,pending,bug,251
Olivia Garcia,TCKT-100366,Midwest,2025-10-25 07:59:00,Pro,Medium,tag_removed,E. Johnson,chat,pending,pending,billing,287
Olivia Garcia,TCKT-100366,Midwest,2025-10-25 11:44:00,Pro,Medium,comment_added,A. Chen,web,pending,pending,billing,893
Liam Miller,TCKT-100367,Mountain,2025-12-19 19:50:00,Pro,Medium,comment_added,F. Singh,phone,new,new,billing,1394
Liam Miller,TCKT-100367,Mountain,2025-12-19 23:31:00,Pro,Medium,tag_added,F. Singh,email,new,new,bug,767
Liam Miller,TCKT-100367,Mountain,2025-12-19 23:31:00,Pro,Medium,status_changed,C. Patel,phone,new,resolved,billing,1033
Liam Miller,TCKT-100367,Mountain,2025-12-20 02:56:00,Pro,Medium,status_changed,A. Chen,web,resolved,closed,billing,1624
Liam Miller,TCKT-100367,Mountain,2025-12-20 02:56:00,Pro,Medium,tag_removed,C. Patel,phone,closed,closed,account,1513
Liam Miller,TCKT-100367,Mountain,2025-12-20 04:01:00,Pro,Medium,assigned,C. Patel,phone,closed,closed,refund,1206
Mason Thomas,TCKT-100368,South,2025-10-29 02:31:00,Basic,Low,comment_added,A. Chen,email,new,new,bug,1318
Mason Thomas,TCKT-100368,South,2025-10-29 02:31:00,Basic,Low,tag_removed,F. Singh,email,new,new,account,459
Mason Thomas,TCKT-100368,South,2025-10-29 06:21:00,Basic,Low,comment_added,G. Nguyen,email,new,new,bug,1264
Mason Thomas,TCKT-100368,South,2025-10-29 06:21:00,Basic,Low,assigned,E. Johnson,email,new,new,how_to,633
Mason Thomas,TCKT-100368,South,2025-10-29 06:21:00,Basic,Low,tag_removed,C. Patel,chat,new,new,account,852
Mason Thomas,TCKT-100368,South,2025-10-29 08:36:00,Basic,Low,comment_added,A. Chen,email,new,new,bug,692
Mason Thomas,TCKT-100368,South,2025-10-29 08:36:00,Basic,Low,assigned,A. Chen,email,new,new,billing,299
Mason Thomas,TCKT-100368,South,2025-10-29 08:36:00,Basic,Low,tag_removed,B. Rivera,email,new,new,bug,421
Zoe Johnson,TCKT-100369,South,2025-11-17 17:34:00,Basic,Medium,comment_added,G. Nguyen,email,new,new,account,1561
Zoe Johnson,TCKT-100369,South,2025-11-17 18:58:00,Basic,Medium,comment_added,A. Chen,phone,new,new,bug,612
Zoe Johnson,TCKT-100369,South,2025-11-17 20:56:00,Basic,Medium,tag_removed,G. Nguyen,email,new,new,bug,1320
Zoe Johnson,TCKT-100369,South,2025-11-17 20:56:00,Basic,Medium,status_changed,G. Nguyen,email,new,closed,feature_request,1289
Zoe Johnson,TCKT-100369,South,2025-11-17 20:56:00,Basic,Medium,assigned,A. Chen,phone,closed,closed,refund,367
Zoe Johnson,TCKT-100369,South,2025-11-17 21:36:00,Basic,Medium,tag_added,E. Johnson,phone,closed,closed,feature_request,15
Zoe Johnson,TCKT-100369,South,2025-11-17 21:36:00,Basic,Medium,assigned,G. Nguyen,chat,closed,closed,refund,75
Zoe Johnson,TCKT-100369,South,2025-11-17 21:36:00,Basic,Medium,status_changed,A. Chen,web,closed,closed,how_to,647
Zoe Johnson,TCKT-100369,South,2025-11-18 00:31:00,Basic,Medium,comment_added,E. Johnson,email,closed,closed,feature_request,1697
Ethan Wilson,TCKT-100370,Mountain,2025-09-18 18:38:00,Basic,Low,tag_added,C. Patel,phone,new,new,bug,1305
Ethan Wilson,TCKT-100370,Mountain,2025-09-18 21:20:00,Basic,Low,tag_removed,A. Chen,phone,new,new,login,1396
Ethan Wilson,TCKT-100370,Mountain,2025-09-18 21:20:00,Basic,Low,comment_added,F. Singh,phone,new,new,login,972
Ethan Wilson,TCKT-100370,Mountain,2025-09-18 21:20:00,Basic,Low,tag_added,D. Kim,phone,new,new,account,1359
Ethan Wilson,TCKT-100370,Mountain,2025-09-18 23:48:00,Basic,Low,status_changed,C. Patel,email,new,open,login,78
Mason Garcia,TCKT-100371,Midwest,2025-09-17 04:28:00,Pro,Low,tag_removed,G. Nguyen,email,new,new,feature_request,1398
Mason Garcia,TCKT-100371,Midwest,2025-09-17 04:28:00,Pro,Low,comment_added,D. Kim,web,new,new,login,1610
Mason Garcia,TCKT-100371,Midwest,2025-09-17 06:22:00,Pro,Low,tag_removed,C. Patel,email,new,new,how_to,1133
Emma Johnson,TCKT-100372,South,2025-11-02 21:36:00,Pro,Medium,comment_added,F. Singh,chat,new,new,how_to,491
Emma Johnson,TCKT-100372,South,2025-11-02 21:36:00,Pro,Medium,status_changed,D. Kim,phone,new,resolved,how_to,1051
Emma Johnson,TCKT-100372,South,2025-11-02 21:36:00,Pro,Medium,tag_added,C. Patel,email,resolved,resolved,bug,1243
Emma Johnson,TCKT-100372,South,2025-11-02 23:23:00,Pro,Medium,assigned,E. Johnson,email,resolved,resolved,refund,1695
Sofia Thomas,TCKT-100373,Mountain,2025-10-27 22:34:00,Pro,Urgent,tag_added,F. Singh,phone,new,new,account,95
Sofia Thomas,TCKT-100373,Mountain,2025-10-27 22:34:00,Pro,Urgent,comment_added,C. Patel,chat,new,new,billing,308
Sofia Thomas,TCKT-100373,Mountain,2025-10-27 22:34:00,Pro,Urgent,tag_removed,C. Patel,email,new,new,login,34
Mia Miller,TCKT-100374,West,2025-10-15 12:37:00,Basic,Urgent,comment_added,A. Chen,email,new,new,account,1131
Mia Miller,TCKT-100374,West,2025-10-15 12:37:00,Basic,Urgent,status_changed,B. Rivera,chat,new,closed,billing,1783
Mia Miller,TCKT-100374,West,2025-10-15 13:07:00,Basic,Urgent,assigned,E. Johnson,email,closed,closed,bug,1435
Mia Miller,TCKT-100374,West,2025-10-15 13:07:00,Basic,Urgent,tag_added,A. Chen,chat,closed,closed,bug,709
Mia Miller,TCKT-100374,West,2025-10-15 13:17:00,Basic,Urgent,status_changed,F. Singh,phone,closed,closed,account,316
Mia Miller,TCKT-100374,West,2025-10-15 13:17:00,Basic,Urgent,assigned,E. Johnson,phone,closed,closed,bug,277
Mia Johnson,TCKT-100375,Mountain,2025-11-19 04:22:00,Enterprise,Medium,comment_added,G. Nguyen,phone,new,new,login,1724
Mia Johnson,TCKT-100375,Mountain,2025-11-19 04:22:00,Enterprise,Medium,status_changed,C. Patel,email,new,open,login,765
